"Prebivalci Slovenije po udeleženosti na turistiènih potovanjih (v 1000)"
"po: STAROST, MERITVE , ÈETRTLETJE"

"Starost - SKUPAJ"
" ";"Šli na turistièno potovanje (zasebno in/ali poslovno)"
" ";" ";"2011Q2";62M
" ";" ";"2011Q3";71M
" ";" ";"2011Q4";34M
" ";" ";"2012Q1";26M
" ";" ";"2012Q2";54
" ";" ";"2012Q3";78
" ";" ";"2012Q4";43
" ";" ";"2013Q1";21M
" ";" ";"2013Q2";53
" ";" ";"2013Q3";71
" ";" ";"2013Q4";38
" ";" ";"2014Q1";47
" ";" ";"2014Q2";53
" ";" ";"2014Q3";67
" ";" ";"2014Q4";39
" ";" ";"2015Q1";34M
" ";" ";"2015Q2";61
" ";" ";"2015Q3";84
" ";" ";"2015Q4";38
" ";" ";"2016Q1";45
" ";" ";"2016Q2";84
" ";" ";"2016Q3";88
" ";" ";"2016Q4";53
" ";"Šli na zasebno potovanje"
" ";" ";"2006Q1";51M
" ";" ";"2006Q2";42M
" ";" ";"2006Q3";66
" ";" ";"2006Q4";40
" ";" ";"2007Q1";35M
" ";" ";"2007Q2";39M
" ";" ";"2007Q3";77
" ";" ";"2007Q4";37M
" ";" ";"2008Q1";29M
" ";" ";"2008Q2";44M
" ";" ";"2008Q3";61M
" ";" ";"2008Q4";36M
" ";" ";"2009Q1";30M
" ";" ";"2009Q2";58M
" ";" ";"2009Q3";74
" ";" ";"2009Q4";35M
" ";" ";"2010Q1";38M
" ";" ";"2010Q2";56M
" ";" ";"2010Q3";64M
" ";" ";"2010Q4";35M
" ";" ";"2011Q1";26M
" ";" ";"2011Q2";62M
" ";" ";"2011Q3";71M
" ";" ";"2011Q4";33M
" ";" ";"2012Q1";25M
" ";" ";"2012Q2";53
" ";" ";"2012Q3";78
" ";" ";"2012Q4";43
" ";" ";"2013Q1";20M
" ";" ";"2013Q2";52
" ";" ";"2013Q3";71
" ";" ";"2013Q4";37
" ";" ";"2014Q1";47
" ";" ";"2014Q2";53
" ";" ";"2014Q3";67
" ";" ";"2014Q4";39
" ";" ";"2015Q1";34M
