"Zasebna potovanja po: DESTINACIJA, VRSTA NASTANITVE, MERITVE ,"
"ÈETRTLETJE"

"Slovenija"
" ";"Hoteli in podobni objekti"
" ";" ";"Prenoèitve (v 1000)"
" ";" ";" ";"2010Q4";2.3
" ";" ";" ";"2011Q1";2.2
" ";" ";" ";"2011Q2";1.9
" ";" ";" ";"2011Q3";3.0
" ";" ";" ";"2011Q4";2.1
" ";" ";" ";"2012Q1";N
" ";" ";" ";"2012Q2";2.3M
" ";" ";" ";"2012Q3";2.5M
" ";" ";" ";"2012Q4";2.0M
" ";" ";" ";"2013Q1";N
" ";" ";" ";"2013Q2";2.4M
" ";" ";" ";"2013Q3";3.6M
" ";" ";" ";"2013Q4";2.2M
" ";" ";" ";"2014Q1";1.8M
" ";" ";" ";"2014Q2";1.9M
" ";" ";" ";"2014Q3";2.2M
" ";" ";" ";"2014Q4";2.6M
" ";" ";" ";"2015Q1";N
" ";" ";" ";"2015Q2";N
" ";" ";" ";"2015Q3";N
" ";" ";" ";"2015Q4";N
" ";" ";" ";"2016Q1";N
" ";" ";" ";"2016Q2";N
" ";" ";" ";"2016Q3";4.0M
" ";" ";" ";"2016Q4";2.4M
" ";"Pri sorodnikih ali prijateljih"
" ";" ";"Prenoèitve (v 1000)"
" ";" ";" ";"2006Q1";467
" ";" ";" ";"2006Q2";591
" ";" ";" ";"2006Q3";541
" ";" ";" ";"2006Q4";298
" ";" ";" ";"2007Q1";150
" ";" ";" ";"2007Q2";150M
" ";" ";" ";"2007Q3";464
" ";" ";" ";"2007Q4";288
" ";" ";" ";"2008Q1";255
" ";" ";" ";"2008Q2";206
" ";" ";" ";"2008Q3";540
" ";" ";" ";"2008Q4";426
" ";" ";" ";"2009Q1";400
" ";" ";" ";"2009Q2";518
" ";" ";" ";"2009Q3";620
" ";" ";" ";"2009Q4";328
" ";" ";" ";"2010Q1";369
" ";" ";" ";"2010Q2";396
" ";" ";" ";"2010Q3";537
" ";" ";" ";"2010Q4";227
" ";" ";" ";"2011Q1";292
" ";" ";" ";"2011Q2";268
" ";" ";" ";"2011Q3";515
" ";" ";" ";"2011Q4";268
" ";" ";" ";"2012Q1";150M
" ";" ";" ";"2012Q2";217M
" ";" ";" ";"2012Q3";610
" ";" ";" ";"2012Q4";399
" ";" ";" ";"2013Q1";271M
" ";" ";" ";"2013Q2";410
" ";" ";" ";"2013Q3";493
" ";" ";" ";"2013Q4";299
" ";" ";" ";"2014Q1";281M
" ";" ";" ";"2014Q2";320M
" ";" ";" ";"2014Q3";438M
" ";" ";" ";"2014Q4";222
" ";" ";" ";"2015Q1";223M
" ";" ";" ";"2015Q2";387M
" ";" ";" ";"2015Q3";377M
" ";" ";" ";"2015Q4";160M
" ";" ";" ";"2016Q1";326M
" ";" ";" ";"2016Q2";218M
" ";" ";" ";"2016Q3";511M
" ";" ";" ";"2016Q4";255
" ";" ";"Povpreèno število prenoèitev"
" ";" ";" ";"2006Q1";1.5
" ";" ";" ";"2006Q2";2.1
" ";" ";" ";"2006Q3";2.7
" ";" ";" ";"2006Q4";1.8
" ";" ";" ";"2007Q1";1.9
" ";" ";" ";"2007Q2";2.3M
" ";" ";" ";"2007Q3";2.2
" ";" ";" ";"2007Q4";2.1
" ";" ";" ";"2008Q1";1.9
" ";" ";" ";"2008Q2";2.4
" ";" ";" ";"2008Q3";3.2
" ";" ";" ";"2008Q4";2.0
" ";" ";" ";"2009Q1";1.8
" ";" ";" ";"2009Q2";2.2
" ";" ";" ";"2009Q3";2.9
" ";" ";" ";"2009Q4";2.0
" ";" ";" ";"2010Q1";2.0
" ";" ";" ";"2010Q2";2.0
" ";" ";" ";"2010Q3";3.4
" ";" ";" ";"2010Q4";2.0
